player_name,MLBAMID,Season,BIP,xHR,xBACON,xSLGCON,EV81,EV96,best_speed,hard_hit_rate
"Beaty, Matt",607461,2020,36,1.0020930675206081,0.34962413066791165,0.454219130198924,99.56400000000001,103.204,96.16774193548387,0.2903225806451613
"Sierra, Moisés",501213,2018,35,1.001973361666586,0.31537016161850523,0.41218160446986596,94.988,109.1,93.63448275862069,0.19298245614035087
"Szczur, Matt",519333,2018,47,0.9968317246255896,0.2763704451474738,0.3448041139171436,94.48899999999999,103.188,91.68055555555556,0.17142857142857143
"Forsythe, Logan",523253,2020,22,0.9966381137815752,0.26675532207908953,0.4222244390603894,98.109,102.96,97.05714285714286,0.32142857142857145
"Nicholas, Brett",592592,2016,31,0.9955239230221116,0.25846578132721687,0.37576886490037587,95.75200000000001,105.14,95.36363636363636,0.2
"Rooker, Brent",667670,2020,14,0.994186841124872,0.4594254439164485,0.6893291725922707,100.22000000000001,107.16,97.17333333333333,0.2903225806451613
"Skole, Matt",605474,2018,8,0.9934889546785914,0.39189992350293323,0.7667939378470736,105.08000000000001,108.74000000000001,100.14,0.2727272727272727
"Kivlehan, Patrick",623182,2016,10,0.9914491293871865,0.340475063258782,0.6395366235433506,90.07000000000001,106.87200000000001,91.1,0.10526315789473684
"Guerrero, Gabriel",602115,2018,10,0.9904990236494484,0.33140823654830454,0.6462204281466597,97.536,103.124,96.35714285714286,0.2857142857142857
"Delmonico, Nicky",547170,2019,38,0.9890872983410623,0.33177444378012105,0.42002555237239925,99.06,107.36,94.96774193548387,0.2459016393442623
"Federowicz, Tim",543148,2018,24,0.9873773861697117,0.36388977131961536,0.5036546642663092,97.188,103.49199999999999,94.25,0.2653061224489796
"Plawecki, Kevin",608700,2016,92,0.9842099718610751,0.262975350872654,0.30473828144716547,92.423,104.99199999999999,92.12469135802469,0.16666666666666666
"Wong, Kolten",543939,2020,153,0.9835113431388942,0.28626486254868166,0.3138955126032224,94.047,100.8,91.08951048951049,0.1597222222222222
"Green, Grant",502205,2016,32,0.9797043059356785,0.2872323836199939,0.38706475419497477,97.762,105.01199999999999,94.47878787878788,0.23529411764705882
"Mondesi, Adalberto",609275,2017,28,0.9790809793524726,0.3558703735470772,0.4710043388371127,97.66499999999999,103.74,93.51304347826087,0.2391304347826087
"Oña, Jorge",671250,2020,5,0.9787262352241939,0.5058681648224592,1.1013475166075692,88.07000000000001,101.41999999999999,91.02,0.18181818181818182
"Gallo, Joey",608336,2016,6,0.9785552484627864,0.23021819846083721,0.7253185556177968,92.44,108.01599999999999,91.17272727272727,0.13043478260869565
"Tilson, Charlie",605508,2019,106,0.9781209918646852,0.3059127079498655,0.34043189302011967,97.206,103.248,93.90361445783132,0.23170731707317074
"Davis, Taylor",543089,2019,14,0.9727598297757787,0.32076526273574146,0.5427696433377319,90.71400000000001,101.12799999999999,92.32727272727273,0.09090909090909091
"Starling, Bubba",605490,2020,33,0.9697161613971037,0.32951098815961316,0.42744438436152404,94.706,104.244,92.5,0.15625
"Benintendi, Andrew",643217,2020,22,0.9687432536390581,0.2415898232297464,0.37736928731790764,88.265,99.792,89.45925925925926,0.1111111111111111
"Young Jr., Eric",458913,2018,79,0.9654793579566143,0.31278404624118833,0.3590088958388367,94.096,101.12,90.8276923076923,0.16153846153846155
"Shaffer, Richie",572128,2016,31,0.9654565875532057,0.2773642867443062,0.3774046847559314,94.59400000000001,109.364,95.21739130434783,0.19148936170212766
"Freeland, Kyle",607536,2017,19,0.9645783099699763,0.253479916945492,0.4081527611435749,89.545,101.8,88.22222222222223,0.1111111111111111
"Jay, Jon",445055,2019,139,0.9636697805091323,0.3060059129736192,0.33946337488226147,90.7,97.46399999999998,88.89821428571429,0.08482142857142858
"Strasburg, Stephen",544931,2017,38,0.9574696508034934,0.26641511819080305,0.35105207402736527,95.53999999999999,101.776,91.98275862068965,0.19298245614035087
